	//Version	0.0.0.5	1103	1103	1103	1103	1102				0.8.1.9																0.8.1.9	1103	1103	1103	1103																																													1302	1302	1302	1302																											0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4		0.9.0.4	0.9.0.4												0.9.0.4	0.9.0.4	0.9.0.4	0.9.0.2	0.8.1.9				815	815	815	815	1204	1304	1404						0.9.0.4	0.9.0.4	0.9.0.4																																																												
	//2.2	//basicinfo																	ownerinfo			AcquireCondition																																								AcquireAction								CompleteCondition																																																																		AcceptAction	CompleteAction	RewardInfo								TextInfo																																																																			
	QuestCode	QuestName	DailyQuest	SetBackTime	SetBackDay	SquadCode	BetaKeyCode	Qtype	QNCode	QLevel	QDisplay	ParentQuestCode	QuestAcceptType	ACCode	ACType	QImgCode	QGroupCode	ContinueQuestCode	NPCCodeStart	NPCCodeReward	NPCCodeRewardLocate	ACMaxRepeatNum	ACReqMinCharLV	ACReqMaxCharLV	ACReqCharClassBit	ACReqChaoState	ACReqNpcDialog	ACReqFameCode	ACReqFameRating	ACReqReputeCode	ACReqReputeRating	ACReqMissionCode1	ACReqMissionNum1	ACReqMissionCode2	ACReqMissionNum2	ACReqProgQuestCode1	ACReqProgQuestCode2	ACReqProgQuestCode3	ACReqProgOperator	ACReqEndQuestCode1	ACReqEndQuestCode2	ACReqEndQuestCode3	ACReqEndQuestNum1	ACReqEndQuestNum2	ACReqEndQuestNum3	ACReqEndQuestOperator	ACReqItemCode1	ACReqItemCode2	ACReqItemCode3	ACReqItemNum1	ACReqItemNum2	ACReqItemNum3	ACResEndQuestCode1	ACResEndQuestCode2	ACResEndQuestCode3	ACResEndQuestNum1	ACResEndQuestNum2	ACResEndQuestNum3	ACResEndQuestOperator	ACResItemCode	ACResItemClass	AAReqItemDelete	AAGiveItemCode1	AAGiveItemCode2	AAGiveItemCode3	AAGiveItemNum1	AAGiveItemNum2	AAGiveItemNum3	AAGiveExpiredTime	CCReqCharLV	CCReqHiem	CCReqMissionCode1	CCReqMissionNum1	CCReqMissionCode2	CCReqMissionNum2	cc_ReqEnd_MissionCode1	cc_ReqEnd_MissionNum1	cc_ReqEnd_MissionCode2	cc_ReqEnd_MissionNum2	CCReqTrigger1	CCReqTrigger2	CCReqTrigger3	CCReqTrigger4	CCReqEndQuestCode1	CCReqEndQuestCode2	CCReqEndQuestCode3	CCReqEndQuestCode4	CCReqEndQuestCode5	CCReqEndQuestNum1	CCReqEndQuestNum2	CCReqEndQuestNum3	CCReqEndQuestNum4	CCReqEndQuestNum5	CCReqItemCode1	CCReqItemCode2	CCReqItemCode3	CCReqItemCode4	CCReqItemCode5	CCReqItemNum1	CCReqItemNum2	CCReqItemNum3	CCReqItemNum4	CCReqItemNum5	CCReqItemDelete	CCKillMonster1	CCKillSetMonsterGrade1	CCKillSetMonsterLevel1	CCKillMonster2	CCKillSetMonsterGrade2	CCKillSetMonsterLevel2	CCKillMonster3	CCKillSetMonsterGrade3	CCKillSetMonsterLevel3	CCKillMonster4	CCKillSetMonsterGrade4	CCKillSetMonsterLevel4	CCKillMonster5	CCKillSetMonsterGrade5	CCKillSetMonsterLevel5	CCKillMonsterLocate1	CCKillMonsterLocate2	CCKillMonsterLocate3	CCKillMonsterLocate4	CCKillMonsterLocate5	CCKillMonsterNum1	CCKillMonsterNum2	CCKillMonsterNum3	CCKillMonsterNum4	CCKillMonsterNum5	CCAreaCode	CCAreaSearchID1	CCAreaSearchID2	CCAreaSearchID3	MapPortalCode	SummonMonsterCode	AAShowTextMsgCode	CAShowTextMsgCode	RIRewardCode1	RIRewardCode2	RIRewardCode3	RIRewardCode4	RIRewardCode5	RIRewardCode6	RIRewardCode7	RIRewardCode8	RIRewardCode9	TISCodeStart	TISCodeProgr1	TISCodeProgr2	TISCodeCompl	TISCodeBrief	TISMissionText1	TISMissionText2	TISMissionText3	FieldEnd																																																											
	//11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112	1	3	4	5	6	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	30	31	32	33	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66					67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131		132	133	134	135	136	137	138	139																																																												
	//Q코드	Q설명	일일퀘스트설정	초기화시간	초기화요일	퀘스트그룹	베타키 사용 유무	Q타입	Q이름	Q레벨	퀘스트디스플레이	부모퀘스트	퀘스트지급타입	AC코드	AC타입	Q이미지코드	Q그룹코드	연계Q코드	시작NPC코드	완료NPC코드	완료NPC위치	최대반복횟수	습득최소레벨	습득최대레벨	습득캐릭터	습득카오상태	습득npc대화시상태설정	습득필요명성지역1	습득필요명성등급1	습득필요평판지역1	습득필요평판등급1	습득시필요미션코드1	습득시필요미션완료횟수1	습득시필요미션코드2	습득시필요미션완료횟수2	습득진행Q코드1	습득진행Q코드2	습득진행Q코드3	습득진행Q연산자	습득완료Q코드1	습득완료Q코드2	습득완료Q코드3	습득Q완료횟수1	습득Q완료횟수2	습득Q완료횟수3	습득완료Q연산자	습득필요아이템1	습득필요아이템2	습득필요아이템3	습득필요아이템수1	습득필요아이템수2	습득필요아이템수3	습득제한Q코드1	습득제한Q코드2	습득제한Q코드3	습득제한Q완료횟수1	습득제한Q완료횟수2	습득제한Q완료횟수3	습득제한Q연산자	습득제한아이템코드	습득제한아이템클래스	습득필요아이템삭제	부여아이템1	부여아이템2	부여아이템3	부여아이템수1	부여아이템수2	부여아이템수3	부여제한시간	요구케릭터레벨	요구하임	완료시필요미션코드1	완료시필요미션완료횟수1	완료시필요미션코드2	완료시필요미션완료횟수2	미션완료지역1	미션완료횟수1	미션완료지역2	미션완료횟수2	필요트리거조건1	필요트리거조건2	필요트리거조건3	필요트리거조건4	요구완료퀘스트1	요구완료퀘스트2	요구완료퀘스트3	요구완료퀘스트4	요구완료퀘스트5	요구퀘스트완료횟수1	요구퀘스트완료횟수2	요구퀘스트완료횟수3	요구퀘스트완료횟수4	요구퀘스트완료횟수5	요구아이템1	요구아이템2	요구아이템3	요구아이템4	요구아이템5	요구아이템수1	요구아이템수2	요구아이템수3	요구아이템수4	요구아이템수5	요구아이템삭제	요구몬스터Kill1	요구몬스터등급1	요구몬스터레벨1	요구몬스터Kill2	요구몬스터등급2	요구몬스터레벨2	요구몬스터Kill3	요구몬스터등급3	요구몬스터레벨3	요구몬스터Kill4	요구몬스터등급4	요구몬스터레벨4	요구몬스터Kill5	요구몬스터등급5	요구몬스터레벨5	요구몬스터Kill위치1	요구몬스터Kill위치2	요구몬스터Kill위치3	요구몬스터Kill위치4	요구몬스터Kill위치5	요구몬스터Kill수1	요구몬스터Kill수2	요구몬스터Kill수3	요구몬스터Kill수4	요구몬스터Kill수5	필요영역	탐색영역1	탐색영역2	탐색영역3	맵포탈코드	소환몬스터	퀘스트수락시보여질메시지	퀘스트완료시보여질메시지	보상스크립트코드(버서커)	보상스크립트코드(드래곤)	보상스크립트코드(섀도우)	보상스크립트코드(발키리)	보상스크립트코드_엘리	보상스크립트코드_미스틱	보상스크립트코드_헬로이드	보상스크립트코드_위블	시작대사코드	진행_시작대사코드	진행_끝대사코드	끝대사코드	요약정보코드	탐색퀘스트임무1	탐색퀘스트임무2	탐색퀘스트임무3																																																												
	//필드퀘스트(3078번까지사용중)																																																																																																																																																																																																																				
	//야수들의 숲																																																																																																																																																																																																																				
	1231	#1신병교육1	0	1	0	0	0	1	400419	1	1	0	0	2	201	0	400756	0	63816	63811	10002	1	1	177	511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2126	2126	2126	2126	2126	2138	2138	2138	2138	49	50	0	51	40017	0	0	0																																																												
	316	#2신병교육2	0	1	0	0	0	1	400420	1	1	0	0	2	201	0	400756	0	63811	63809	20004	1	1	177	511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1231	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2127	2127	2127	2127	2127	2139	2139	2139	2139	52	53	0	54	40018	0	0	0																																																												
	317	#3신병교육3	0	1	0	0	0	1	400421	2	1	0	0	2	201	0	400756	0	63809	63809	20004	1	1	177	511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20004	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2128	2128	2128	2128	2128	2140	2140	2140	2140	55	56	0	57	40019	0	0	0																																																												
	318	#4신병교육4	0	1	0	0	0	1	400422	2	1	0	0	2	201	0	400756	0	63809	63809	20004	1	1	177	511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41534	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20004	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2129	2129	2129	2129	2129	2141	2141	2141	2141	58	59	0	60	40020	0	0	0																																																												
	331	#5오염의증거수집1	0	0	0	0	0	0	400435	3	1	0	0	2	201	0	400756	0	63809	63809	20004	1	1	177	511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40312	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20033	2130	2130	2130	2130	2130	2142	2142	2142	2142	149	0	0	151	40033	0	0	0																																																												
